Crash Year,Crash Month,Crash Day,Time of Day,City or Township,Crash: Intersection,Crash: Hit-and-Run,Lighting Conditions,Highway Class,Highway Number,Speed Limit at Crash Site,Weather Conditions (2016+),Worst Injury in Crash,Traffic Control,Trafficway,Crash Type
2013,January,15,6:00 PM - 7:00 PM,Wayne County: Detroit,Intersection crash,Not hit-and-run,Dawn,Michigan route,M-85,25,Uncoded & errors,No injury (O),None,Not physically divided (two-way trafficway),Single motor vehicle
2013,May,4,1:00 PM - 2:00 PM,Wayne County: Dearborn,Not intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Uncoded & errors,Possible injury (C),None,Not physically divided (two-way trafficway),Other / unknown
2013,January,31,7:00 AM - 8:00 AM,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark unlighted,"County road, city street, or unknown",Local road or unknown,30,Uncoded & errors,Possible injury (C),None,Not physically divided (two-way trafficway),Single motor vehicle
2013,February,25,5:00 PM - 6:00 PM,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dusk,"County road, city street, or unknown",Local road or unknown,25,Uncoded & errors,Fatal injury (K),None,Not physically divided (two-way trafficway),Single motor vehicle
2013,August,25,10:00 PM - 11:00 PM,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,35,Uncoded & errors,Suspected minor injury (B),Signal,One-way trafficway,Single motor vehicle
2013,January,12,11:00 PM - 12:00 midnight,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark unlighted,Michigan route,M-96\I-96\I-96BS,30,Uncoded & errors,Suspected serious injury (A),None,Not physically divided (two-way trafficway),Other / unknown
2013,December,30,7:00 AM - 8:00 AM,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,30,Uncoded & errors,Possible injury (C),None,Not physically divided (two-way trafficway),Single motor vehicle
2013,March,12,8:00 AM - 9:00 AM,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,30,Uncoded & errors,Possible injury (C),None,Not physically divided (two-way trafficway),Single motor vehicle
2013,November,21,6:00 PM - 7:00 PM,Wayne County: Detroit,Intersection crash,Hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,35,Uncoded & errors,Possible injury (C),Signal,Not physically divided (two-way trafficway),Other / unknown
2013,March,8,6:00 PM - 7:00 PM,Wayne County: Detroit,Intersection crash,Hit-and-run,Dusk,"County road, city street, or unknown",Local road or unknown,30,Uncoded & errors,Suspected serious injury (A),Stop sign,Not physically divided (two-way trafficway),Other / unknown
2013,November,7,2:00 PM - 3:00 PM,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,35,Uncoded & errors,Possible injury (C),None,Not physically divided (two-way trafficway),Single motor vehicle
2013,October,12,4:00 PM - 5:00 PM,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,30,Uncoded & errors,Suspected serious injury (A),None,Not physically divided (two-way trafficway),Single motor vehicle
2013,July,27,2:00 AM - 3:00 AM,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark unlighted,Connector,M-3,30,Uncoded & errors,Fatal injury (K),None,"Divided highway, median strip, without traffic barrier",Single motor vehicle
2013,May,14,8:00 PM - 9:00 PM,Wayne County: Detroit,Intersection crash,Not hit-and-run,Dark unlighted,"County road, city street, or unknown",Local road or unknown,25,Uncoded & errors,Suspected serious injury (A),None,Not physically divided (two-way trafficway),Other / unknown
2013,December,3,8:00 PM - 9:00 PM,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark lighted,Michigan route,M-53,35,Uncoded & errors,Possible injury (C),None,Not physically divided (two-way trafficway),Other / unknown
2013,June,17,6:00 AM - 7:00 AM,Wayne County: Detroit,Intersection crash,Hit-and-run,Daylight,Michigan route,M-1,30,Uncoded & errors,No injury (O),Signal,Not physically divided (two-way trafficway),Single motor vehicle
2013,June,14,3:00 AM - 4:00 AM,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,30,Uncoded & errors,Possible injury (C),None,Not physically divided (two-way trafficway),Other / unknown
2013,February,2,11:00 PM - 12:00 midnight,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark unlighted,"County road, city street, or unknown",Local road or unknown,35,Uncoded & errors,Suspected serious injury (A),None,"Divided highway, median strip, without traffic barrier",Single motor vehicle
2013,September,16,9:00 PM - 10:00 PM,Wayne County: Romulus,Not intersection crash,Not hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,25,Uncoded & errors,Suspected serious injury (A),None,One-way trafficway,Other / unknown
2013,June,29,7:00 PM - 8:00 PM,Wayne County: Detroit,Intersection crash,Hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,35,Uncoded & errors,Possible injury (C),Stop sign,"Divided highway, median strip, without traffic barrier",Single motor vehicle
2013,September,1,8:00 PM - 9:00 PM,Wayne County: Livonia,Intersection crash,Not hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,45,Uncoded & errors,Suspected serious injury (A),Signal,Not physically divided (two-way trafficway),Single motor vehicle
2013,August,3,3:00 AM - 4:00 AM,Wayne County: Redford Twp.,Not intersection crash,Hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,25,Uncoded & errors,Suspected minor injury (B),None,Not physically divided (two-way trafficway),Single motor vehicle
2013,August,31,6:00 PM - 7:00 PM,Wayne County: Dearborn,Not intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Uncoded & errors,Suspected serious injury (A),None,Not physically divided (two-way trafficway),Single motor vehicle
2013,January,29,12:00 midnight - 1:00 AM,Wayne County: Detroit,Intersection crash,Hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,Uncoded & errors,Uncoded & errors,No injury (O),Stop sign,Not physically divided (two-way trafficway),Single motor vehicle
2013,May,4,10:00 PM - 11:00 PM,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,35,Uncoded & errors,Possible injury (C),Signal,"Divided highway, median strip, with traffic barrier",Other / unknown
2013,March,19,3:00 PM - 4:00 PM,Wayne County: Redford Twp.,Not intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Uncoded & errors,Suspected minor injury (B),None,Not physically divided (two-way trafficway),Single motor vehicle
2013,January,24,7:00 AM - 8:00 AM,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,30,Uncoded & errors,Possible injury (C),None,Not physically divided (two-way trafficway),Other / unknown
2013,May,16,3:00 PM - 4:00 PM,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Uncoded & errors,Suspected minor injury (B),None,Not physically divided (two-way trafficway),Single motor vehicle
2013,October,25,7:00 AM - 8:00 AM,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark unlighted,"County road, city street, or unknown",Local road or unknown,30,Uncoded & errors,Possible injury (C),Signal,Not physically divided (two-way trafficway),Other / unknown
2013,January,23,2:00 PM - 3:00 PM,Wayne County: Ecorse,Intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,35,Uncoded & errors,Suspected serious injury (A),Signal,Not physically divided (two-way trafficway),Other / unknown
2013,July,26,4:00 AM - 5:00 AM,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark unlighted,Michigan route,M-96\I-96\I-96BS,35,Uncoded & errors,Possible injury (C),None,Not physically divided (two-way trafficway),Other / unknown
2013,January,5,2:00 AM - 3:00 AM,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark unlighted,Interstate route,M-94\I-94\I-94BL\I-94BR,55,Uncoded & errors,Fatal injury (K),None,"Divided highway, median strip, with traffic barrier",Rear-end
2013,July,3,7:00 PM - 8:00 PM,Wayne County: Detroit,Intersection crash,Hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Uncoded & errors,Possible injury (C),None,"Divided highway, median strip, without traffic barrier",Other / unknown
2013,June,2,2:00 PM - 3:00 PM,Wayne County: Dearborn Heights,Not intersection crash,Not hit-and-run,Daylight,Michigan route,M-153,15,Uncoded & errors,Suspected minor injury (B),None,Not physically divided (two-way trafficway),Single motor vehicle
2013,May,17,9:00 PM - 10:00 PM,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark unlighted,"County road, city street, or unknown",Local road or unknown,30,Uncoded & errors,Suspected serious injury (A),None,Not physically divided (two-way trafficway),Single motor vehicle
2013,November,20,5:00 PM - 6:00 PM,Wayne County: Detroit,Intersection crash,Hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,25,Uncoded & errors,No injury (O),Signal,Not physically divided (two-way trafficway),Single motor vehicle
2013,June,18,6:00 PM - 7:00 PM,Wayne County: Detroit,Intersection crash,Hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Uncoded & errors,No injury (O),Stop sign,Not physically divided (two-way trafficway),Other / unknown
2013,November,23,8:00 PM - 9:00 PM,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark unlighted,Michigan route,M-5,35,Uncoded & errors,Possible injury (C),None,Not physically divided (two-way trafficway),Other / unknown
2013,July,12,2:00 PM - 3:00 PM,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,30,Uncoded & errors,Suspected serious injury (A),None,Not physically divided (two-way trafficway),Single motor vehicle
2013,August,16,4:00 PM - 5:00 PM,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,30,Uncoded & errors,Possible injury (C),None,Not physically divided (two-way trafficway),Other / unknown
2013,August,10,11:00 AM - 12:00 noon,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,30,Uncoded & errors,Suspected minor injury (B),Signal,One-way trafficway,Single motor vehicle
2013,May,24,9:00 PM - 10:00 PM,Wayne County: Detroit,Intersection crash,Hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,35,Uncoded & errors,Possible injury (C),None,Not physically divided (two-way trafficway),Other / unknown
2013,September,1,3:00 PM - 4:00 PM,Wayne County: Ecorse,Not intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Uncoded & errors,Possible injury (C),None,One-way trafficway,Other / unknown
2013,September,7,5:00 AM - 6:00 AM,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark lighted,Michigan route,M-3,35,Uncoded & errors,Fatal injury (K),None,Not physically divided (two-way trafficway),Single motor vehicle
2013,November,10,5:00 PM - 6:00 PM,Wayne County: Detroit,Intersection crash,Hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,30,Uncoded & errors,Possible injury (C),None,Not physically divided (two-way trafficway),Other / unknown
2013,May,8,3:00 AM - 4:00 AM,Wayne County: Detroit,Intersection crash,Not hit-and-run,Dark unlighted,"County road, city street, or unknown",Local road or unknown,35,Uncoded & errors,Suspected serious injury (A),None,Not physically divided (two-way trafficway),Other / unknown
2013,April,15,8:00 PM - 9:00 PM,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dusk,Michigan route,M-3,35,Uncoded & errors,Fatal injury (K),None,Not physically divided (two-way trafficway),Single motor vehicle
2013,July,28,10:00 PM - 11:00 PM,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark unlighted,Interstate route,M-94\I-94\I-94BL\I-94BR,55,Uncoded & errors,Suspected serious injury (A),None,"Divided highway, median strip, with traffic barrier",Single motor vehicle
2013,February,13,3:00 PM - 4:00 PM,Wayne County: Northville,Intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Uncoded & errors,Possible injury (C),Signal,Not physically divided (two-way trafficway),Other / unknown
2013,January,24,3:00 PM - 4:00 PM,Wayne County: Hamtramck,Not intersection crash,Hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Uncoded & errors,No injury (O),None,Not physically divided (two-way trafficway),Single motor vehicle
2013,May,21,5:00 PM - 6:00 PM,Wayne County: Highland Park,Intersection crash,Not hit-and-run,Daylight,Michigan route,M-1,35,Uncoded & errors,Possible injury (C),Signal,Not physically divided (two-way trafficway),Other / unknown
2013,August,20,7:00 PM - 8:00 PM,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,Uncoded & errors,Uncoded & errors,No injury (O),Stop sign,Not physically divided (two-way trafficway),Single motor vehicle
2013,September,19,10:00 PM - 11:00 PM,Wayne County: Detroit,Intersection crash,Not hit-and-run,Dark unlighted,"County road, city street, or unknown",Local road or unknown,30,Uncoded & errors,Suspected minor injury (B),Signal,Not physically divided (two-way trafficway),Other / unknown
2013,March,7,5:00 PM - 6:00 PM,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,30,Uncoded & errors,Possible injury (C),None,Not physically divided (two-way trafficway),Other / unknown
2013,July,10,5:00 PM - 6:00 PM,Wayne County: Highland Park,Not intersection crash,Not hit-and-run,Daylight,Michigan route,M-1,30,Uncoded & errors,No injury (O),Signal,Not physically divided (two-way trafficway),Other / unknown
2013,April,16,12:00 noon - 1:00 PM,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Uncoded & errors,Suspected minor injury (B),None,Not physically divided (two-way trafficway),Other / unknown
2013,June,1,10:00 PM - 11:00 PM,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,30,Uncoded & errors,Suspected serious injury (A),None,Not physically divided (two-way trafficway),Single motor vehicle
2013,October,2,5:00 PM - 6:00 PM,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Uncoded & errors,Possible injury (C),None,Not physically divided (two-way trafficway),Other / unknown
2013,May,16,1:00 PM - 2:00 PM,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,15,Uncoded & errors,Possible injury (C),Signal,One-way trafficway,Rear-end
2013,June,10,9:00 AM - 10:00 AM,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Uncoded & errors,Possible injury (C),None,Not physically divided (two-way trafficway),Single motor vehicle
2013,August,8,7:00 PM - 8:00 PM,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,15,Uncoded & errors,Possible injury (C),None,One-way trafficway,Single motor vehicle
2013,November,25,7:00 AM - 8:00 AM,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Uncoded & errors,Possible injury (C),None,Not physically divided (two-way trafficway),Single motor vehicle
2013,May,4,6:00 PM - 7:00 PM,Wayne County: Redford Twp.,Not intersection crash,Not hit-and-run,Daylight,Michigan route,M-102\US-102,25,Uncoded & errors,Suspected minor injury (B),None,Not physically divided (two-way trafficway),Single motor vehicle
2013,October,11,12:00 noon - 1:00 PM,Wayne County: Detroit,Intersection crash,Hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Uncoded & errors,Possible injury (C),None,Not physically divided (two-way trafficway),Other / unknown
2013,October,12,4:00 PM - 5:00 PM,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,35,Uncoded & errors,Possible injury (C),None,"Divided highway, median strip, without traffic barrier",Other / unknown
2013,January,14,3:00 PM - 4:00 PM,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,35,Uncoded & errors,No injury (O),None,Not physically divided (two-way trafficway),Other / unknown
2013,December,7,7:00 PM - 8:00 PM,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark unlighted,"County road, city street, or unknown",Local road or unknown,25,Uncoded & errors,No injury (O),Uncoded & errors,One-way trafficway,Single motor vehicle
2013,November,30,9:00 AM - 10:00 AM,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,35,Uncoded & errors,Possible injury (C),None,Not physically divided (two-way trafficway),Single motor vehicle
2013,May,15,10:00 PM - 11:00 PM,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark unlighted,"County road, city street, or unknown",Local road or unknown,25,Uncoded & errors,Possible injury (C),None,Not physically divided (two-way trafficway),Other / unknown
2013,April,11,1:00 PM - 2:00 PM,Wayne County: Dearborn,Intersection crash,Hit-and-run,Daylight,U.S. route,M-12\US-12\US-12BL\US-12BR,35,Uncoded & errors,Suspected minor injury (B),Signal,Not physically divided (two-way trafficway),Other / unknown
2013,October,21,7:00 AM - 8:00 AM,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,30,Uncoded & errors,No injury (O),None,Not physically divided (two-way trafficway),Other / unknown
2013,November,15,3:00 PM - 4:00 PM,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,Michigan route,M-1,30,Uncoded & errors,Possible injury (C),Signal,Not physically divided (two-way trafficway),Single motor vehicle
2013,November,4,3:00 PM - 4:00 PM,Wayne County: Grosse Pointe Woods,Not intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Uncoded & errors,Possible injury (C),None,Not physically divided (two-way trafficway),Other / unknown
2013,December,21,11:00 AM - 12:00 noon,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Uncoded & errors,Suspected minor injury (B),None,Not physically divided (two-way trafficway),Other / unknown
2013,October,31,7:00 PM - 8:00 PM,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark unlighted,"County road, city street, or unknown",Local road or unknown,30,Uncoded & errors,Possible injury (C),None,"Divided highway, median strip, without traffic barrier",Other / unknown
2013,September,12,5:00 PM - 6:00 PM,Wayne County: Redford Twp.,Not intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,35,Uncoded & errors,Possible injury (C),None,Not physically divided (two-way trafficway),Single motor vehicle
2013,September,14,6:00 PM - 7:00 PM,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,30,Uncoded & errors,Suspected minor injury (B),None,Not physically divided (two-way trafficway),Single motor vehicle
2013,June,18,3:00 PM - 4:00 PM,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Uncoded & errors,Possible injury (C),None,Not physically divided (two-way trafficway),Single motor vehicle
2013,October,24,8:00 PM - 9:00 PM,Wayne County: Detroit,Intersection crash,Hit-and-run,Other / unknown,"County road, city street, or unknown",Local road or unknown,30,Uncoded & errors,Suspected minor injury (B),None,Not physically divided (two-way trafficway),Other / unknown
2013,August,9,4:00 PM - 5:00 PM,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,U.S. route,M-12\US-12\US-12BL\US-12BR,30,Uncoded & errors,Possible injury (C),Signal,Not physically divided (two-way trafficway),Single motor vehicle
2013,September,25,7:00 AM - 8:00 AM,Wayne County: Livonia,Intersection crash,Not hit-and-run,Dawn,"County road, city street, or unknown",Local road or unknown,25,Uncoded & errors,Suspected serious injury (A),Yield sign,Not physically divided (two-way trafficway),Single motor vehicle
2013,July,10,1:00 AM - 2:00 AM,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark lighted,Interstate route,M-96\I-96\I-96BS,70,Uncoded & errors,Fatal injury (K),None,"Divided highway, median strip, with traffic barrier",Other / unknown
2013,June,22,3:00 AM - 4:00 AM,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark unlighted,"County road, city street, or unknown",Local road or unknown,35,Uncoded & errors,Fatal injury (K),None,Not physically divided (two-way trafficway),Single motor vehicle
2013,February,25,4:00 PM - 5:00 PM,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,30,Uncoded & errors,Suspected minor injury (B),None,Not physically divided (two-way trafficway),Single motor vehicle
2013,March,3,1:00 PM - 2:00 PM,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Uncoded & errors,Fatal injury (K),None,Not physically divided (two-way trafficway),Single motor vehicle
2013,December,6,7:00 AM - 8:00 AM,Wayne County: Detroit,Intersection crash,Not hit-and-run,Dawn,"County road, city street, or unknown",Local road or unknown,25,Uncoded & errors,No injury (O),Signal,Not physically divided (two-way trafficway),Single motor vehicle
2013,December,24,3:00 PM - 4:00 PM,Wayne County: Lincoln Park,Intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,40,Uncoded & errors,Possible injury (C),None,Not physically divided (two-way trafficway),Single motor vehicle
2013,April,17,11:00 PM - 12:00 midnight,Wayne County: Detroit,Intersection crash,Not hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,35,Uncoded & errors,No injury (O),Signal,Not physically divided (two-way trafficway),Single motor vehicle
2013,January,4,5:00 PM - 6:00 PM,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark unlighted,"County road, city street, or unknown",Local road or unknown,35,Uncoded & errors,Suspected minor injury (B),None,One-way trafficway,Single motor vehicle
2013,September,25,8:00 PM - 9:00 PM,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,35,Uncoded & errors,Suspected minor injury (B),None,One-way trafficway,Single motor vehicle
2013,November,7,8:00 PM - 9:00 PM,Wayne County: Taylor,Intersection crash,Not hit-and-run,Dark unlighted,"County road, city street, or unknown",Local road or unknown,45,Uncoded & errors,Suspected minor injury (B),Signal,Not physically divided (two-way trafficway),Other / unknown
2013,January,11,8:00 AM - 9:00 AM,Wayne County: Highland Park,Intersection crash,Not hit-and-run,Dark unlighted,"County road, city street, or unknown",Local road or unknown,30,Uncoded & errors,Possible injury (C),Signal,"Divided highway, median strip, without traffic barrier",Single motor vehicle
2013,October,8,6:00 AM - 7:00 AM,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark unlighted,Michigan route,M-97,30,Uncoded & errors,Possible injury (C),None,Not physically divided (two-way trafficway),Single motor vehicle
2013,September,26,8:00 AM - 9:00 AM,Wayne County: Dearborn,Not intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Uncoded & errors,No injury (O),None,Not physically divided (two-way trafficway),Single motor vehicle
2013,May,1,10:00 PM - 11:00 PM,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark unlighted,Michigan route,M-3,35,Uncoded & errors,Fatal injury (K),None,Not physically divided (two-way trafficway),Other / unknown
2013,December,4,11:00 PM - 12:00 midnight,Wayne County: Detroit,Intersection crash,Not hit-and-run,Dark lighted,Michigan route,M-85,30,Uncoded & errors,Possible injury (C),None,Not physically divided (two-way trafficway),Single motor vehicle
2013,May,10,9:00 PM - 10:00 PM,Wayne County: Westland,Intersection crash,Not hit-and-run,Dark unlighted,"County road, city street, or unknown",Local road or unknown,40,Uncoded & errors,Suspected minor injury (B),Signal,Not physically divided (two-way trafficway),Other / unknown
2013,April,11,2:00 PM - 3:00 PM,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Uncoded & errors,No injury (O),Stop sign,Not physically divided (two-way trafficway),Single motor vehicle
2013,October,31,7:00 AM - 8:00 AM,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Uncoded & errors,Possible injury (C),None,Not physically divided (two-way trafficway),Other / unknown
2013,December,29,1:00 AM - 2:00 AM,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark unlighted,Michigan route,M-102\US-102,40,Uncoded & errors,Suspected serious injury (A),Signal,"Divided highway, median strip, without traffic barrier",Single motor vehicle
2013,March,25,1:00 PM - 2:00 PM,Wayne County: Grosse Pointe,Intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Uncoded & errors,Suspected serious injury (A),Signal,Not physically divided (two-way trafficway),Single motor vehicle
2013,November,27,10:00 AM - 11:00 AM,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,10,Uncoded & errors,Suspected minor injury (B),Signal,One-way trafficway,Single motor vehicle
2013,April,24,12:00 noon - 1:00 PM,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,Michigan route,M-8\US-8,35,Uncoded & errors,Suspected minor injury (B),Signal,Not physically divided (two-way trafficway),Other / unknown
2013,September,2,9:00 PM - 10:00 PM,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,30,Uncoded & errors,Possible injury (C),None,Not physically divided (two-way trafficway),Other / unknown
2013,November,7,6:00 PM - 7:00 PM,Wayne County: Detroit,Intersection crash,Hit-and-run,Dark lighted,Michigan route,M-3,35,Uncoded & errors,No injury (O),Signal,Not physically divided (two-way trafficway),Other / unknown
2013,June,6,1:00 PM - 2:00 PM,Wayne County: Dearborn,Intersection crash,Not hit-and-run,Daylight,U.S. route,M-24\US-24\US-24BR,25,Uncoded & errors,No injury (O),Stop sign,Not physically divided (two-way trafficway),Single motor vehicle
2013,October,23,7:00 AM - 8:00 AM,Wayne County: Dearborn Heights,Intersection crash,Not hit-and-run,Dawn,"County road, city street, or unknown",Local road or unknown,25,Uncoded & errors,Suspected serious injury (A),Stop sign,Not physically divided (two-way trafficway),Single motor vehicle
2013,April,26,11:00 PM - 12:00 midnight,Wayne County: Detroit,Intersection crash,Hit-and-run,Dark lighted,Michigan route,M-5,35,Uncoded & errors,Suspected minor injury (B),None,Not physically divided (two-way trafficway),Other / unknown
2013,March,31,3:00 AM - 4:00 AM,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark lighted,Michigan route,M-102\US-102,25,Uncoded & errors,Suspected minor injury (B),None,Not physically divided (two-way trafficway),Single motor vehicle
2013,August,15,2:00 PM - 3:00 PM,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Uncoded & errors,Possible injury (C),Signal,Not physically divided (two-way trafficway),Other / unknown
2013,June,28,11:00 AM - 12:00 noon,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Uncoded & errors,Possible injury (C),Stop sign,Not physically divided (two-way trafficway),Other / unknown
2013,April,15,4:00 PM - 5:00 PM,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,Michigan route,M-1,30,Uncoded & errors,Suspected minor injury (B),Signal,Not physically divided (two-way trafficway),Other / unknown
2013,December,2,4:00 PM - 5:00 PM,Wayne County: Redford Twp.,Not intersection crash,Hit-and-run,Daylight,Michigan route,M-102\US-102,25,Uncoded & errors,Possible injury (C),None,Not physically divided (two-way trafficway),Single motor vehicle
2013,November,12,11:00 PM - 12:00 midnight,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,35,Uncoded & errors,Suspected serious injury (A),Signal,Not physically divided (two-way trafficway),Other / unknown
2013,January,30,3:00 PM - 4:00 PM,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,25,Uncoded & errors,No injury (O),None,Not physically divided (two-way trafficway),Other / unknown
